1;0;1563660821417608900
1;217;1563660821421605900
1;1490;1563660821421605900
1;0;1563662361520295100
1;217;1563662361524292500
1;1490;1563662361524292500
1;0;1563706969760116000
1;217;1563706969786918900
1;1490;1563706969787913700
1;0;1563797147952845300
1;217;1563797147955853400
1;0;1563797288267508200
1;217;1563797288270506300
1;1405;1563797288271505700
3;0;1563797288308483200
5;0;1563797288308483200
5;19;1563797288308483200
1;0;1563797426888223600
1;217;1563797426892221400
1;1405;1563797426893220600
3;0;1563797426894220100
5;0;1563797426894220100
5;19;1563797426894220100
1;0;1563797648495598400
1;217;1563797648499597400
1;1405;1563797648500595100
3;0;1563797648501596000
5;0;1563797648501596000
5;19;1563797648501596000
1;0;1563797706833225500
1;217;1563797706837222000
1;1405;1563797706839221200
3;0;1563797706840221500
5;0;1563797706840221500
5;19;1563797706840221500
1;0;1563797724156088600
1;217;1563797724159087900
1;1405;1563797724160087000
3;0;1563797724160087000
5;0;1563797724161085500
5;19;1563797724161085500
1;0;1563799265489256100
1;217;1563799265492255100
1;1405;1563799265494253900
3;0;1563799265495253200
5;0;1563799265495253200
5;6;1563799265495253200
5;50;1563799265495253200
5;94;1563799265495253200
5;138;1563799265496251300
5;176;1563799265496251300
5;234;1563799265496251300
5;280;1563799265496251300
5;324;1563799265496251300
5;331;1563799265496251300
1;0;1563799283662222100
1;217;1563799283666219300
1;1405;1563799283667219600
3;0;1563799283668218200
5;0;1563799283668218200
5;6;1563799283668218200
5;50;1563799283668218200
5;94;1563799283668218200
5;138;1563799283668218200
5;176;1563799283668218200
5;234;1563799283668218200
5;280;1563799283668218200
5;324;1563799283668218200
5;331;1563799283668218200
1;0;1563799367784463600
1;217;1563799367788460500
1;1405;1563799367790460200
3;0;1563799367792457900
5;0;1563799367792457900
5;6;1563799367792457900
5;50;1563799367792457900
5;94;1563799367792457900
5;138;1563799367792457900
5;176;1563799367792457900
5;234;1563799367793457500
5;280;1563799367793457500
5;324;1563799367793457500
5;331;1563799367793457500
1;0;1563801099292832600
1;217;1563801099298828300
1;1405;1563801099301826900
3;0;1563801099396767800
5;0;1563801099396767800
5;140;1563801099396767800
1;0;1563801711391330900
1;217;1563801711398327400
1;1405;1563801711404323400
3;0;1563801711523251700
5;0;1563801711523251700
5;140;1563801711523251700
1;0;1563802413754168000
1;217;1563802413758165700
1;1405;1563802413760164100
3;0;1563802413872291200
5;0;1563802413872291200
5;140;1563802413872291200
1;0;1563802450451573900
1;217;1563802450455571500
1;1405;1563802450456570700
3;0;1563802450575503600
5;0;1563802450576497700
5;140;1563802450576497700
1;0;1563805274332095200
1;217;1563805274336092300
1;1405;1563805274338091700
1;0;1563805505683749300
1;217;1563805505686747800
1;941;1563805505690745000
3;0;1563805505694742400
1;0;1563806896571840700
1;217;1563806896573839800
1;941;1563806896574838500
1;0;1563807238404019800
1;217;1563807238406017100
1;943;1563807238408016400
3;0;1563807238409016500
3;1000;1563807238409016500
3;2000;1563807238411014000
3;3000;1563807238413013300
3;4000;1563807238415012700
3;5000;1563807238417011500
3;6000;1563807238419009300
3;7000;1563807238421007700
3;8000;1563807238423006900
3;9000;1563807238425006800
3;10000;1563807238429002800
3;11000;1563807238430002700
3;12000;1563807238432001200
3;13000;1563807238433006500
3;14000;1563807238434999600
3;15000;1563807238436998200
3;16000;1563807238438996700
3;17000;1563807238440995800
3;18000;1563807238441996200
3;19000;1563807238443994100
3;20000;1563807238445994500
3;21000;1563807238447991600
3;22000;1563807238449990700
3;23000;1563807238451989600
3;24000;1563807238453987800
3;25000;1563807238455986600
3;26000;1563807238457985000
3;27000;1563807238459984400
3;28000;1563807238461983200
3;29000;1563807238462984000
3;30000;1563807238464981000
3;31000;1563807238466979700
3;32000;1563807238468978600
1;0;1563807343627679300
1;217;1563807343629679300
1;942;1563807343630677300
3;0;1563807343631676600
3;1000;1563807343633675800
3;2000;1563807343635674500
3;3000;1563807343636674600
3;4000;1563807343638672700
3;5000;1563807343640671300
3;6000;1563807343642670300
3;7000;1563807343644669400
3;8000;1563807343646668700
3;9000;1563807343648667400
3;10000;1563807343650665400
3;11000;1563807343652664000
3;12000;1563807343654663200
3;13000;1563807343656661600
3;14000;1563807343658660200
3;15000;1563807343660659600
3;16000;1563807343661659800
3;17000;1563807343663657300
3;18000;1563807343665656000
3;19000;1563807343667654800
3;20000;1563807343669653300
3;21000;1563807343671652400
3;22000;1563807343673651300
3;23000;1563807343675649700
3;24000;1563807343677649000
3;25000;1563807343679647200
3;26000;1563807343681646100
3;27000;1563807343683646600
3;28000;1563807343685643500
3;29000;1563807343686643800
3;30000;1563807343688642300
3;31000;1563807343690640300
3;32000;1563807343692639600
1;0;1563807372969237200
1;217;1563807372973234200
1;943;1563807372975232900
3;0;1563807372980229100
3;1000;1563807372983228100
3;2000;1563807372985227200
3;3000;1563807372986226700
3;4000;1563807372988224400
3;5000;1563807372989224600
3;6000;1563807372992222400
3;7000;1563807372994221100
3;8000;1563807372995222300
3;9000;1563807372997219200
3;10000;1563807372999218000
3;11000;1563807373001217000
3;12000;1563807373005214600
3;13000;1563807373007213000
3;14000;1563807373009211800
3;15000;1563807373016207200
3;16000;1563807373019205400
3;17000;1563807373028200300
3;18000;1563807373029199700
3;19000;1563807373031198100
3;20000;1563807373033197000
3;21000;1563807373035196300
3;22000;1563807373037195100
3;23000;1563807373039193800
3;24000;1563807373042191900
3;25000;1563807373050186400
3;26000;1563807373052185500
3;27000;1563807373056183000
3;28000;1563807373056183000
3;29000;1563807373058181400
3;30000;1563807373060181300
3;31000;1563807373064178400
3;32000;1563807373066177000
