Time 1-10.1.2.2-10.1.1.2 Aggregate-Flow
1.970000 0.040198 0.040198
1.980000 0.040197 0.040197
1.990000 0.040197 0.040197
2.000000 0.040195 0.040195
2.010000 0.040197 0.040197
2.020000 0.040198 0.040198
2.030000 0.040198 0.040198
2.040000 0.040197 0.040197
2.050000 0.040199 0.040199
2.060000 0.040199 0.040199
2.070000 0.040196 0.040196
2.080000 0.040196 0.040196
2.090000 0.040197 0.040197
2.100000 0.040198 0.040198
2.110000 0.040199 0.040199
2.120000 0.040197 0.040197
2.130000 0.040199 0.040199
2.140000 0.040197 0.040197
2.150000 0.040194 0.040194
2.160000 0.040198 0.040198
2.170000 0.040195 0.040195
2.180000 0.040197 0.040197
2.190000 0.040197 0.040197
2.200000 0.040197 0.040197
2.210000 0.040197 0.040197
2.220000 0.040197 0.040197
2.230000 0.040199 0.040199
2.240000 0.040196 0.040196
2.250000 0.040196 0.040196
2.260000 0.040199 0.040199
2.270000 0.040198 0.040198
2.280000 0.040197 0.040197
2.290000 0.040199 0.040199
2.300000 0.040198 0.040198
2.310000 0.040196 0.040196
2.320000 0.040213 0.040213
2.330000 0.040210 0.040210
2.340000 0.040213 0.040213
2.350000 0.040213 0.040213
2.360000 0.040209 0.040209
2.370000 0.040212 0.040212
2.380000 0.040210 0.040210
2.390000 0.040211 0.040211
2.400000 0.040210 0.040210
2.410000 0.040200 0.040200
2.420000 0.040199 0.040199
2.430000 0.040200 0.040200
2.440000 0.040199 0.040199
2.450000 0.040202 0.040202
2.460000 0.040200 0.040200
2.470000 0.040199 0.040199
2.480000 0.040200 0.040200
2.490000 0.040197 0.040197
2.500000 0.040198 0.040198
2.510000 0.040200 0.040200
2.520000 0.040197 0.040197
2.530000 0.040199 0.040199
2.540000 0.040200 0.040200
2.550000 0.040200 0.040200
2.560000 0.040199 0.040199
2.570000 0.040200 0.040200
2.580000 0.040200 0.040200
2.590000 0.040198 0.040198
2.600000 0.040199 0.040199
2.610000 0.040197 0.040197
2.620000 0.040200 0.040200
2.630000 0.040197 0.040197
2.640000 0.040197 0.040197
2.650000 0.040202 0.040202
2.660000 0.040197 0.040197
2.670000 0.040199 0.040199
2.680000 0.040200 0.040200
2.690000 0.040200 0.040200
2.700000 0.040200 0.040200
2.710000 0.040197 0.040197
2.720000 0.040199 0.040199
2.730000 0.040198 0.040198
2.740000 0.040201 0.040201
2.750000 0.040200 0.040200
2.760000 0.040199 0.040199
2.770000 0.040201 0.040201
2.780000 0.040199 0.040199
2.790000 0.040200 0.040200
2.800000 0.040202 0.040202
2.810000 0.040199 0.040199
2.820000 0.040198 0.040198
2.830000 0.040200 0.040200
2.840000 0.040200 0.040200
2.850000 0.040198 0.040198
2.860000 0.040199 0.040199
2.870000 0.040199 0.040199
2.880000 0.040203 0.040203
2.890000 0.040198 0.040198
2.900000 0.040198 0.040198
2.910000 0.040198 0.040198
2.920000 0.040197 0.040197
2.930000 0.040198 0.040198
2.940000 0.040197 0.040197
2.950000 0.040198 0.040198
2.960000 0.040200 0.040200
2.970000 0.040201 0.040201
2.980000 0.040199 0.040199
2.990000 0.040198 0.040198
3.000000 0.040199 0.040199
3.010000 0.040198 0.040198
3.020000 0.040197 0.040197
3.030000 0.040198 0.040198
3.040000 0.040197 0.040197
3.050000 0.040200 0.040200
3.060000 0.040199 0.040199
3.070000 0.040200 0.040200
3.080000 0.040200 0.040200
3.090000 0.040196 0.040196
3.100000 0.040199 0.040199
3.110000 0.040200 0.040200
3.120000 0.040200 0.040200
3.130000 0.040200 0.040200
3.140000 0.040197 0.040197
3.150000 0.040199 0.040199
3.160000 0.040199 0.040199
3.170000 0.040198 0.040198
3.180000 0.040197 0.040197
3.190000 0.040200 0.040200
3.200000 0.040201 0.040201
3.210000 0.040199 0.040199
3.220000 0.040196 0.040196
3.230000 0.040198 0.040198
3.240000 0.040199 0.040199
3.250000 0.040198 0.040198
3.260000 0.040199 0.040199
3.270000 0.040199 0.040199
3.280000 0.040198 0.040198
3.290000 0.040201 0.040201
3.300000 0.040198 0.040198
3.310000 0.040197 0.040197
3.320000 0.040198 0.040198
3.330000 0.040198 0.040198
3.340000 0.040195 0.040195
3.350000 0.040198 0.040198
3.360000 0.040199 0.040199
3.370000 0.040197 0.040197
3.380000 0.040199 0.040199
3.390000 0.040198 0.040198
3.400000 0.040198 0.040198
3.410000 0.040200 0.040200
3.420000 0.040198 0.040198
3.430000 0.040199 0.040199
3.440000 0.040199 0.040199
3.450000 0.040199 0.040199
3.460000 0.040200 0.040200
3.470000 0.040199 0.040199
3.480000 0.040199 0.040199
3.490000 0.040200 0.040200
3.500000 0.040198 0.040198
3.510000 0.040198 0.040198
3.520000 0.040201 0.040201
3.530000 0.040199 0.040199
3.540000 0.040199 0.040199
3.550000 0.040198 0.040198
3.560000 0.040199 0.040199
3.570000 0.040199 0.040199
3.580000 0.040200 0.040200
3.590000 0.040200 0.040200
3.600000 0.040200 0.040200
3.610000 0.040200 0.040200
3.620000 0.040198 0.040198
3.630000 0.040201 0.040201
3.640000 0.040200 0.040200
3.650000 0.040200 0.040200
3.660000 0.040200 0.040200
3.670000 0.040200 0.040200
3.680000 0.040201 0.040201
3.690000 0.040200 0.040200
3.700000 0.040201 0.040201
3.710000 0.040201 0.040201
3.720000 0.040200 0.040200
3.730000 0.040201 0.040201
3.740000 0.040197 0.040197
3.750000 0.040197 0.040197
3.760000 0.040200 0.040200
3.770000 0.040202 0.040202
3.780000 0.040199 0.040199
3.790000 0.040201 0.040201
3.800000 0.040201 0.040201
3.810000 0.040199 0.040199
3.820000 0.040203 0.040203
3.830000 0.040199 0.040199
3.840000 0.040200 0.040200
3.850000 0.040200 0.040200
3.860000 0.040201 0.040201
3.870000 0.040202 0.040202
3.880000 0.040199 0.040199
3.890000 0.040200 0.040200
3.900000 0.040195 0.040195
3.910000 0.040199 0.040199
3.920000 0.040202 0.040202
3.930000 0.040200 0.040200
3.940000 0.040200 0.040200
3.950000 0.040201 0.040201
3.960000 0.040202 0.040202
3.970000 0.040200 0.040200
3.980000 0.040202 0.040202
3.990000 0.040202 0.040202
4.000000 0.040200 0.040200
4.010000 0.040201 0.040201
4.020000 0.040194 0.040194
4.030000 0.040203 0.040203
4.040000 0.040202 0.040202
4.050000 0.040203 0.040203
4.060000 0.040201 0.040201
4.070000 0.040200 0.040200
4.080000 0.040203 0.040203
4.090000 0.040202 0.040202
4.100000 0.040201 0.040201
4.110000 0.040201 0.040201
4.120000 0.040201 0.040201
4.130000 0.040201 0.040201
4.140000 0.040202 0.040202
4.150000 0.040199 0.040199
4.160000 0.040200 0.040200
4.170000 0.040202 0.040202
4.180000 0.040202 0.040202
4.190000 0.040201 0.040201
4.200000 0.040203 0.040203
4.210000 0.040200 0.040200
4.220000 0.040204 0.040204
4.230000 0.040200 0.040200
4.240000 0.040200 0.040200
4.250000 0.040202 0.040202
4.260000 0.040200 0.040200
4.270000 0.040201 0.040201
4.280000 0.040201 0.040201
4.290000 0.040201 0.040201
4.300000 0.040201 0.040201
4.310000 0.040202 0.040202
4.320000 0.040205 0.040205
4.330000 0.040206 0.040206
4.340000 0.040202 0.040202
4.350000 0.040200 0.040200
4.360000 0.040201 0.040201
4.370000 0.040203 0.040203
4.380000 0.040200 0.040200
4.390000 0.040200 0.040200
4.400000 0.040201 0.040201
4.410000 0.040201 0.040201
4.420000 0.040202 0.040202
4.430000 0.040201 0.040201
4.440000 0.040200 0.040200
4.450000 0.040192 0.040192
4.460000 0.040190 0.040190
4.470000 0.040176 0.040176
4.480000 0.040187 0.040187
4.490000 0.040190 0.040190
4.500000 0.040189 0.040189
4.510000 0.040194 0.040194
4.520000 0.040188 0.040188
4.530000 0.040192 0.040192
4.540000 0.040193 0.040193
4.550000 0.040188 0.040188
4.560000 0.040184 0.040184
4.570000 0.040164 0.040164
4.580000 0.040163 0.040163
4.590000 0.040188 0.040188
4.600000 0.040198 0.040198
4.610000 0.040201 0.040201
4.620000 0.040200 0.040200
4.630000 0.040202 0.040202
4.640000 0.040200 0.040200
4.650000 0.040202 0.040202
4.660000 0.040201 0.040201
4.670000 0.040200 0.040200
4.680000 0.040202 0.040202
4.690000 0.040201 0.040201
4.700000 0.040200 0.040200
4.710000 0.040200 0.040200
4.720000 0.040202 0.040202
4.730000 0.040198 0.040198
4.740000 0.040201 0.040201
4.750000 0.040199 0.040199
4.760000 0.040202 0.040202
4.770000 0.040202 0.040202
4.780000 0.040200 0.040200
4.790000 0.040200 0.040200
4.800000 0.040203 0.040203
4.810000 0.040202 0.040202
4.820000 0.040200 0.040200
4.830000 0.040201 0.040201
4.840000 0.040199 0.040199
4.850000 0.040199 0.040199
4.860000 0.040199 0.040199
4.870000 0.040198 0.040198
4.880000 0.040199 0.040199
4.890000 0.040199 0.040199
4.900000 0.040200 0.040200
4.910000 0.040198 0.040198
4.920000 0.040200 0.040200
4.930000 0.040200 0.040200
4.940000 0.040202 0.040202
4.950000 0.040198 0.040198
4.960000 0.040201 0.040201
4.970000 0.040200 0.040200
4.980000 0.040201 0.040201
4.990000 0.040203 0.040203
5.000000 0.040202 0.040202
5.010000 0.040201 0.040201
5.020000 0.040202 0.040202
5.030000 0.040200 0.040200
5.040000 0.040202 0.040202
5.050000 0.040199 0.040199
5.060000 0.040200 0.040200
5.070000 0.040200 0.040200
5.080000 0.040202 0.040202
5.090000 0.040200 0.040200
5.100000 0.040199 0.040199
5.110000 0.040199 0.040199
5.120000 0.040198 0.040198
5.130000 0.040204 0.040204
5.140000 0.040223 0.040223
5.150000 0.000000 0.000000
5.160000 0.000000 0.000000
5.170000 0.051571 0.051571
5.180000 0.040201 0.040201
5.190000 0.040205 0.040205
5.200000 0.040201 0.040201
5.210000 0.040203 0.040203
5.220000 0.040202 0.040202
5.230000 0.040200 0.040200
5.240000 0.040202 0.040202
5.250000 0.040202 0.040202
5.260000 0.040200 0.040200
5.270000 0.040201 0.040201
5.280000 0.040201 0.040201
5.290000 0.040202 0.040202
5.300000 0.040201 0.040201
5.310000 0.040201 0.040201
5.320000 0.040201 0.040201
5.330000 0.040212 0.040212
5.340000 0.040212 0.040212
5.350000 0.040212 0.040212
5.360000 0.040213 0.040213
5.370000 0.040215 0.040215
5.380000 0.040207 0.040207
5.390000 0.040202 0.040202
5.400000 0.040201 0.040201
5.410000 0.040201 0.040201
5.420000 0.040201 0.040201
5.430000 0.040200 0.040200
5.440000 0.040200 0.040200
5.450000 0.040202 0.040202
5.460000 0.040201 0.040201
5.470000 0.040202 0.040202
5.480000 0.040197 0.040197
5.490000 0.040198 0.040198
5.500000 0.040199 0.040199
5.510000 0.040199 0.040199
5.520000 0.040200 0.040200
5.530000 0.040199 0.040199
5.540000 0.040198 0.040198
5.550000 0.040201 0.040201
5.560000 0.040199 0.040199
5.570000 0.040200 0.040200
5.580000 0.040198 0.040198
5.590000 0.040199 0.040199
5.600000 0.040197 0.040197
5.610000 0.040199 0.040199
5.620000 0.040201 0.040201
5.630000 0.040199 0.040199
5.640000 0.040200 0.040200
5.650000 0.040200 0.040200
5.660000 0.040199 0.040199
5.670000 0.040200 0.040200
5.680000 0.040200 0.040200
5.690000 0.040198 0.040198
5.700000 0.040199 0.040199
5.710000 0.040201 0.040201
5.720000 0.040200 0.040200
5.730000 0.040198 0.040198
5.740000 0.040199 0.040199
5.750000 0.040198 0.040198
5.760000 0.040198 0.040198
5.770000 0.040198 0.040198
5.780000 0.040198 0.040198
5.790000 0.040198 0.040198
5.800000 0.040197 0.040197
5.810000 0.040200 0.040200
5.820000 0.040199 0.040199
5.830000 0.040200 0.040200
5.840000 0.040199 0.040199
5.850000 0.040202 0.040202
5.860000 0.040199 0.040199
5.870000 0.040200 0.040200
5.880000 0.040200 0.040200
5.890000 0.040200 0.040200
5.900000 0.040200 0.040200
5.910000 0.040198 0.040198
5.920000 0.040200 0.040200
5.930000 0.040201 0.040201
5.940000 0.040199 0.040199
5.950000 0.040199 0.040199
5.960000 0.040199 0.040199
5.970000 0.040199 0.040199
5.980000 0.040197 0.040197
5.990000 0.040198 0.040198
6.000000 0.040199 0.040199
6.010000 0.040199 0.040199
6.020000 0.040198 0.040198
6.030000 0.040198 0.040198
6.040000 0.040201 0.040201
6.050000 0.040198 0.040198
6.060000 0.040199 0.040199
6.070000 0.040199 0.040199
6.080000 0.040198 0.040198
6.090000 0.040198 0.040198
6.100000 0.040197 0.040197
6.110000 0.040197 0.040197
6.120000 0.040199 0.040199
6.130000 0.040200 0.040200
6.140000 0.040202 0.040202
6.150000 0.040199 0.040199
6.160000 0.040199 0.040199
6.170000 0.040199 0.040199
6.180000 0.040200 0.040200
6.190000 0.040199 0.040199
6.200000 0.040201 0.040201
6.210000 0.040201 0.040201
6.220000 0.040202 0.040202
6.230000 0.040198 0.040198
6.240000 0.040199 0.040199
6.250000 0.040201 0.040201
6.260000 0.040199 0.040199
6.270000 0.040200 0.040200
6.280000 0.040199 0.040199
6.290000 0.040199 0.040199
