284.83;45.191856438529
284.83;NaN
288.8275;0
399.2349;8.622604919189172
489.0325;0
599.6448;0
695.0047;0
789.8385;0
900.8744;8.573804482380284
990.4214;0
1100.8683;0
1196.3849;0
1291.7294;0
1403.2296;8.538079201937352
1498.2897;0
1593.1043;0
1703.8359;0
1798.7489;0
1893.7148;0
1988.7116;0
2099.3677;0
2194.5755;0
2300.0653;0
2395.1162;0
2494.2994;9.598408877204902
2589.7117;0
2700.3388;0
2795.563;0
2890.4393;0
3001.2169;0
3096.3747;0
3191.2117;0
3302.1281;0
3396.961;0
3499.3233;0
3595.906;0
3692.2225;0
3802.978;0
3898.012;0
3992.8502;0
4103.66;0
4198.5132;0
4289.3957;0
4400.1251;0
4494.2925;10.109647144227528
4589.4797;0
4699.9318;0
4794.971;0
4890.1286;0
5002.0137;0
5096.9309;0
5192.5128;0
5303.1485;0
5398.0122;0
5499.1884;0
5594.3978;0
5689.3937;0
5799.8507;0
5895.0498;0
5989.9147;0
6101.2076;0
6196.359;0
6290.3017;0
6401.0371;0
6501.3377;0
6596.4008;0
6691.253;0
6802.0124;0
6897.2359;0
6992.0643;0
7103.0115;0
7198.0595;0
7293.0691;0
7404.4879;0
7501.4758;0
7596.4737;0
7691.4106;0
7801.864;0
7897.2678;0
7992.4546;0
8103.0706;0
8197.9115;0
8290.0481;0
8400.5126;0
8495.3624;10.036915869808626
8590.3659;0
8690.9122;0
8801.5035;0
8896.6942;0
8991.6855;0
9102.1852;0
9197.379;0
9292.5285;0
9403.1551;0
9502.1271;0
9597.0979;0
9692.0483;0
9802.6736;0
9897.6527;0
0;+Inf
94.846;0
190.0431;0
300.5034;0
395.7473;0
501.5666;78.6245720244742
596.6773;0
691.6509;0
802.4474;0
897.4184;0
1003.293;78.58377857358629
1098.4647;0
1193.4805;0
1304.0725;0
1399.0637;0
1505.0671;78.4882159612519
1600.0488;0
1695.0421;0
1790.3363;0
1901.0068;0
1996.0063;0
2090.8244;0
2201.5079;0
2296.5843;0
2391.4113;0
2489.9355;84.44628365402485
2600.8774;0
2695.9276;0
2790.8927;0
2901.5359;0
2996.5223;0
3091.4708;0
3202.273;0
3297.3004;0
3392.3321;0
3495.3879;0
3590.4725;0
3701.0933;0
3796.0811;0
3890.8978;0
4001.697;0
4096.6724;0
4197.9848;0
4298.0708;0
4398.2326;0
4497.8981;83.47941963946707
4598.1366;0
4698.2957;0
4798.2375;0
4898.0653;0
4998.1518;0
5098.1662;0
5198.2524;0
5298.3308;0
5398.4416;0
5498.6071;0
5598.6613;0
5698.8604;0
5798.7944;0
5898.8015;0
5998.8939;0
6098.7222;0
6198.9453;0
6298.9763;0
6398.9544;0
6498.8031;0
6599.079;0
6699.0131;0
6799.2681;0
6899.3379;0
6999.4049;0
7099.4449;0
7199.566;0
7299.5861;0
7399.6902;0
7499.5677;0
7599.9127;0
7699.9324;0
7799.9788;0
7900.0046;0
8000.1109;0
8099.9744;0
8203.7943;0
8300.1444;0
8400.5059;0
8500.284;83.38505129792435
8600.6779;0
8700.7071;0
8800.5322;0
8901.0679;0
9001.1654;0
9101.1778;0
9201.2876;0
9301.2553;0
9401.2297;0
9501.3652;0
9601.2299;0
9701.3268;0
9801.3574;0
9901.4259;0
0;+Inf
101.9397;0
200.8791;0
300.8366;0
400.7559;0
500.7075;9.524604178777826
600.6329;0
700.569;0
800.5098;0
900.4509;0
1000.3837;9.526419169166724
1100.3234;0
1200.2632;0
1300.202;0
1400.1431;0
1500.0785;9.526139894854106
1600.0174;0
1701.951;0
1800.8934;0
1900.8321;0
2000.769;0
2100.7066;0
2200.6473;0
2300.5859;0
2400.5236;0
2500.4628;9.525790824988825
2600.4011;0
2700.3393;0
2800.2751;0
2900.2163;0
3000.1547;0
3100.0933;0
3200.0305;0
3299.97;0
3400.9091;0
3500.8447;0
3600.7873;0
3700.7234;0
3800.6641;0
3900.5993;0
4000.538;0
4100.4744;0
4200.4279;0
4300.3543;0
4400.2904;0
4500.2301;9.525744284272987
4600.1727;0
4700.1061;0
4800.0493;0
4899.9846;0
5001.9203;0
5100.8609;0
5200.8026;0
5300.7358;0
5400.6766;0
5500.6151;0
5600.5535;0
5700.4916;0
5800.4325;0
