1;0;1563660821417608900
1;0;1563660821417608900
1;0;1563660821417608900
1;0;1563660821417608900
1;0;1563660821417608900
1;0;1563660821417608900
1;217;1563660821421605900
1;217;1563660821421605900
1;217;1563660821421605900
1;217;1563660821421605900
1;217;1563660821421605900
1;217;1563660821421605900
1;217;1563660821421605900
1;217;1563660821421605900
1;1490;1563660821421605900
1;0;1563662361520295100
1;0;1563662361520295100
1;0;1563662361520295100
1;0;1563662361521295800
1;0;1563662361521295800
1;0;1563662361521295800
1;217;1563662361524292500
1;217;1563662361524292500
1;217;1563662361524292500
1;217;1563662361524292500
1;217;1563662361524292500
1;217;1563662361524292500
1;217;1563662361524292500
1;217;1563662361524292500
1;1490;1563662361524292500
1;0;1563706969760116000
1;0;1563706969773919200
1;0;1563706969777995100
1;0;1563706969777995100
1;0;1563706969777995100
1;0;1563706969777995100
1;217;1563706969786918900
1;217;1563706969786918900
1;217;1563706969786918900
1;217;1563706969786918900
1;217;1563706969786918900
1;217;1563706969786918900
1;217;1563706969786918900
1;217;1563706969787913700
1;1490;1563706969787913700
1;0;1563797147952845300
1;0;1563797147952845300
1;0;1563797147952845300
1;0;1563797147952845300
1;0;1563797147952845300
1;0;1563797147952845300
1;217;1563797147955853400
1;217;1563797147955853400
1;217;1563797147955853400
1;217;1563797147955853400
1;217;1563797147955853400
1;217;1563797147955853400
1;217;1563797147956842400
1;217;1563797147956842400
1;0;1563797288267508200
1;0;1563797288267508200
1;0;1563797288267508200
1;0;1563797288267508200
1;0;1563797288267508200
1;0;1563797288267508200
1;217;1563797288270506300
1;217;1563797288270506300
1;217;1563797288270506300
1;217;1563797288270506300
1;217;1563797288270506300
1;217;1563797288270506300
1;217;1563797288270506300
1;217;1563797288270506300
1;1405;1563797288271505700
1;1405;1563797288271505700
1;1405;1563797288271505700
1;1405;1563797288271505700
1;1405;1563797288271505700
1;1405;1563797288271505700
1;1405;1563797288271505700
1;1405;1563797288271505700
1;1405;1563797288271505700
1;1405;1563797288271505700
1;1405;1563797288271505700
3;0;1563797288308483200
3;0;1563797288308483200
5;0;1563797288308483200
5;19;1563797288308483200
1;0;1563797426888223600
1;0;1563797426888223600
1;0;1563797426888223600
1;0;1563797426888223600
1;0;1563797426888223600
1;0;1563797426888223600
1;217;1563797426892221400
1;217;1563797426892221400
1;217;1563797426892221400
1;217;1563797426892221400
1;217;1563797426892221400
1;217;1563797426892221400
1;217;1563797426892221400
1;217;1563797426892221400
1;1405;1563797426893220600
